,count,values
entry.resource.text.div,6,"['<div xmlns=""http://www.w3.org/1999/xhtml""><p><b>Generated Narrative</b></p><div style=""display: inline-block; background-color: #d9e0e7; padding: 6px; margin: 4px; border: 1px solid #8da1b4; border-radius: 5px; line-height: 60%""><p style=""margin-bottom: 0px"">Resource ""71"" </p></div><p><b>status</b>: active</p><p><b>connectionType</b>: Direct Project (Details: http://terminology.hl7.org/CodeSystem/endpoint-connection-type code direct-project = \'Direct Project\', stated as \'null\')</p><p><b>name</b>: Brenda.Jennings.Richard.MD@direct.example.org</p><p><b>managingOrganization</b>: <a href=""Organization-acme-lab.html"">Organization/acme-lab</a> ""Acme Labs""</p><p><b>payloadType</b>: urn:hl7-org:sdwg:ccda-structuredBody:1.1 <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (unknown#urn:hl7-org:sdwg:ccda-structuredBody:1.1)</span></p><p><b>payloadMimeType</b>: text/xml</p><p><b>address</b>: <a href=""mailto:Brenda.Jennings.Richard.MD@direct.example.org"">Brenda.Jennings.Richard.MD@direct.example.org</a></p></div>', '<div xmlns=""http://www.w3.org/1999/xhtml""><p><b>Generated Narrative</b></p><div style=""display: inline-block; background-color: #d9e0e7; padding: 6px; margin: 4px; border: 1px solid #8da1b4; border-radius: 5px; line-height: 60%""><p style=""margin-bottom: 0px"">Resource ""79613"" Version ""1"" Updated ""2019-07-09 03:26:23+0000"" </p><p style=""margin-bottom: 0px"">Profile: <a href=""StructureDefinition-us-core-allergyintolerance.html"">US Core AllergyIntolerance Profile</a></p></div><p><b>clinicalStatus</b>: Active <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (<a href=""http://terminology.hl7.org/3.1.0/CodeSystem-allergyintolerance-clinical.html"">AllergyIntolerance Clinical Status Codes</a>#active)</span></p><p><b>verificationStatus</b>: Confirmed <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (<a href=""http://terminology.hl7.org/3.1.0/CodeSystem-allergyintolerance-verification.html"">AllergyIntolerance Verification Status</a>#confirmed)</span></p><p><b>category</b>: medication</p><p><b>criticality</b>: high</p><p><b>code</b>: Peanuts <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (<a href=""https://browser.ihtsdotools.org/"">SNOMED CT</a>#762952008)</span></p><p><b>patient</b>: <a href=""Patient-example.html"">Patient/example</a> "" SHAW""</p><p><b>onset</b>: 2017-06-09</p><h3>Reactions</h3><table class=""grid""><tr><td>-</td><td><b>Manifestation</b></td><td><b>Onset</b></td></tr><tr><td>*</td><td>Hives <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (<a href=""https://browser.ihtsdotools.org/"">SNOMED CT</a>#247472004)</span></td><td>2017-06-09</td></tr></table></div>', '<div xmlns=""http://www.w3.org/1999/xhtml""><p><b>Generated Narrative</b></p><div style=""display: inline-block; background-color: #d9e0e7; padding: 6px; margin: 4px; border: 1px solid #8da1b4; border-radius: 5px; line-height: 60%""><p style=""margin-bottom: 0px"">Resource ""79614"" Version ""1"" Updated ""2019-07-09 03:26:23+0000"" </p><p style=""margin-bottom: 0px"">Profile: <a href=""StructureDefinition-us-core-provenance.html"">US Core Provenance Profile</a></p></div><p><b>target</b>: <a href=""#AllergyIntolerance_79613"">See above (AllergyIntolerance/79613)</a></p><p><b>recorded</b>: Jul 9, 2019 3:26:23 PM</p><blockquote><p><b>agent</b></p><p><b>type</b>: Author <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (<a href=""http://terminology.hl7.org/3.1.0/CodeSystem-provenance-participant-type.html"">Provenance participant type</a>#author)</span></p><p><b>who</b>: <a href=""Practitioner-practitioner-1.html"">Practitioner/practitioner-1</a> "" BONE""</p><p><b>onBehalfOf</b>: <a href=""Organization-saint-luke-w-endpoint.html"">Organization/saint-luke-w-endpoint</a> ""Saint Luke\'s Hospital of Kansas City""</p></blockquote><blockquote><p><b>agent</b></p><p><b>type</b>: Author <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (<a href=""http://terminology.hl7.org/3.1.0/CodeSystem-provenance-participant-type.html"">Provenance participant type</a>#author)</span></p><p><b>who</b>: <a href=""Practitioner-practitioner-2.html"">Practitioner/practitioner-2</a> "" KATHY""</p><p><b>onBehalfOf</b>: <a href=""Organization-saint-luke-w-endpoint.html"">Organization/saint-luke-w-endpoint</a> ""Saint Luke\'s Hospital of Kansas City""</p></blockquote></div>', '<div xmlns=""http://www.w3.org/1999/xhtml""><p><b>Generated Narrative</b></p><div style=""display: inline-block; background-color: #d9e0e7; padding: 6px; margin: 4px; border: 1px solid #8da1b4; border-radius: 5px; line-height: 60%""><p style=""margin-bottom: 0px"">Resource ""Practitioner-1011"" </p><p style=""margin-bottom: 0px"">Profile: <a href=""StructureDefinition-us-core-practitioner.html"">US Core Practitioner Profile</a></p></div><p><b>identifier</b>: id: 000001011 (OFFICIAL), id: 9999991011 (OFFICIAL), id: d46f70565a1042f6a6ece48dd81b408f (OFFICIAL)</p><p><b>name</b>: Brenda Jennings Richard </p><p><b>telecom</b>: ph: 313-555-6868(HOME), ph: 313-555-6443(WORK)</p><p><b>address</b>: 346 W Plum Avenu Dearborn MI 48123</p><p><b>gender</b>: female</p><p><b>birthDate</b>: 1976-11-15</p><h3>Qualifications</h3><table class=""grid""><tr><td>-</td><td><b>Identifier</b></td><td><b>Code</b></td><td><b>Issuer</b></td></tr><tr><td>*</td><td>Michigan Medical License: LARA-1011 (OFFICIAL)</td><td>Medical Doctor <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (license-type#4305)</span></td><td><span>: Michigan Department of Licensing and Regulatory Affairs</span></td></tr></table></div>', '<div xmlns=""http://www.w3.org/1999/xhtml""><p><b>Generated Narrative</b></p><div style=""display: inline-block; background-color: #d9e0e7; padding: 6px; margin: 4px; border: 1px solid #8da1b4; border-radius: 5px; line-height: 60%""><p style=""margin-bottom: 0px"">Resource ""PractitionerRole-1"" </p><p style=""margin-bottom: 0px"">Profile: <a href=""StructureDefinition-us-core-practitionerrole.html"">US Core PractitionerRole Profile</a></p></div><p><b>practitioner</b>: <a href=""#Practitioner_Practitioner-1011"">See above (Practitioner/Practitioner-1011: Brenda Jennings Richard MD)</a></p><p><b>organization</b>: <a href=""Organization-acme-lab.html"">Organization/acme-lab: Acme Lab</a> ""Acme Labs""</p><p><b>code</b>: Primary Care Clinic/Center <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (provider-taxonomy#261QP2300X)</span></p><p><b>specialty</b>: General Practice Physician <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (provider-taxonomy#208D00000X)</span></p><p><b>location</b>: <a href=""Location-hl7east.html"">Location/hl7east: Health Level Seven International</a> ""Health Level Seven International - Amherst""</p><p><b>endpoint</b>: </p><ul><li><a href=""#Endpoint_71"">See above (http://52.90.126.238:8080/fhir/baseDstu3/Endpoint/Endpoint-71: Westwood Physicians Organization ADT)</a></li><li><a href=""#Endpoint_71"">See above (http://52.90.126.238:8080/fhir/baseDstu3/Endpoint/Endpoint-71: Brenda.Jennings.Richard.MD@direct.example.org)</a></li></ul></div>', '<div xmlns=""http://www.w3.org/1999/xhtml""><p><b>Generated Narrative</b></p><div style=""display: inline-block; background-color: #d9e0e7; padding: 6px; margin: 4px; border: 1px solid #8da1b4; border-radius: 5px; line-height: 60%""><p style=""margin-bottom: 0px"">Resource ""uscore-med2"" Version ""1"" Updated ""2016-11-29 07:45:46+0000"" </p><p style=""margin-bottom: 0px"">Profile: <a href=""StructureDefinition-us-core-medication.html"">US Core Medication Profile</a></p></div><p><b>code</b>: Nizatidine 15 MG/ML Oral Solution [Axid] <span style=""background: LightGoldenRodYellow; margin: 4px; border: 1px solid khaki""> (<a href=""http://terminology.hl7.org/3.1.0/CodeSystem-v3-rxNorm.html"">RxNorm</a>#582620)</span></p></div>', '<div xmlns=""http://www.w3.org/1999/xhtml""><p><b>Generated Narrative</b></p><div style=""display: inline-block; background-color: #d9e0e7; padding: 6px; margin: 4px; border: 1px solid #8da1b4; border-radius: 5px; line-height: 60%""><p style=""margin-bottom: 0px"">Resource ""uscore-mo3"" </p><p style=""margin-bottom: 0px"">Profile: <a href=""StructureDefinition-us-core-medicationrequest.html"">US Core MedicationRequest Profile</a></p></div><p><b>status</b>: active</p><p><b>intent</b>: order</p><p><b>medication</b>: <a href=""#Medication_uscore-med2"">See above (Medication/uscore-med2: Nizatidine 15 MG/ML Oral Solution [Axid])</a></p><p><b>subject</b>: <a href=""Patient-example.html"">Patient/example: Amy Shaw</a> "" SHAW""</p><p><b>authoredOn</b>: 2008-04-05</p><p><b>requester</b>: <a href=""Practitioner-practitioner-1.html"">Practitioner/practitioner-1: Ronald Bone, MD</a> "" BONE""</p></div>']"
rest.resource.extension.valueCode,4,"['SHALL', 'SHOULD']"
code.coding.display,242,"['(I/We) worried whether (my/our) food would run out before (I/we) got money to buy more.', '10 minute Apgar Color', '10 minute Apgar Heart Rate', '10 minute Apgar Muscle Tone', '10 minute Apgar Reflex Irritability', '10 minute Apgar Respiratory effort', '10 minute Apgar Score', 'Able to get help with daily activities when needed', 'Accountable health communities (AHC) health-related social needs screening (HRSN) tool', 'Address', 'Alcoholism counseling', 'Apgar at 10 minutes', 'Are you a refugee?', 'Are you worried about losing your housing?', 'Assistance with application for food pantry program', ""At any point in the past 2 years, has season or migrant farm work been your or your family's main source of income?"", 'BUN SerPl-mCnc', ""Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a physician's office or shopping?"", 'Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?', 'Bilirub SerPl-mCnc', 'Blood pressure panel with all children optional', 'Body Weight', 'Body height', 'Body height --lying', 'Body mass index (BMI) [Percentile] Per age and sex', 'Body mass index (BMI) [Ratio]', 'Body temperature', 'Bone density quantitative measurement by DXA panel', 'Burn of ear', 'CBC panel - Blood by Automated count', 'CO2 SerPl-sCnc', 'Calcium SerPl-mCnc', 'Capillary refill Time Nail Bed', 'Cardiovascular physiologic and EKG assessment panel', 'Chloride SerPl-sCnc', 'Comprehensive metabolic 2000 panel - Serum or Plasma', 'Creat SerPl-mCnc', 'DXA Femur-L ArMass BMD', 'DXA Femur-L T-score BMD', 'DXA Femur-L Z-score BMD', 'DXA Hip-L ArMass BMD', 'DXA Hip-L T-score BMD', 'DXA Hip-L Z-score BMD', 'Do you consider yourself Hispanic/Latino?', 'Do you feel physically and emotionally safe where you currently live?', 'EKG impression', 'EKG lead', 'Employment status current', 'Family and home [PRAPARE]', 'Fear of becoming fat', 'Feeling down, depressed, or hopeless in last 2 weeks', 'Food insecurity risk [HVS]', 'Glucose Bld-mCnc', 'Has lack of transportation kept you from medical appointments, meetings, work, or from getting things needed for daily living', 'Have you been discharged from the armed forces of the United States?', 'Head Occipital-frontal circumference', 'Head Occipital-frontal circumference Percentile', 'Heart Rate', 'Heart rate rhythm', 'Hgb Bld-mCnc', 'Highest level of educ', 'Housing status', 'How hard is it for you to pay for the very basics like food, housing, medical care, and heating?', 'How many days per week did you engage in moderate to strenuous physical activity in the last 30 days', 'How many people are living or staying at this address?', 'How many times in the past year have you have X or more drinks in a day', 'How often do you feel lonely or isolated from those around you [CMS Assessment]', 'How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone, visiting friends or family, going to church or club meetings)?', 'Hunger Vital Sign [HVS]', 'Illegal drug non-med reason past Y nRate', 'In the past year, have you or any family members you live with been unable to get any of the following when it was really needed?', 'In the past year, have you spent more than 2 nights in a row in a jail, prison, detention center, or juvenile correctional facility?', 'Individual Counseling for Substance Abuse Treatment, Cognitive', 'Jugular vein distension', 'Little interest or pleasure in doing things in last 2 weeks', 'Liveborn born in hospital', 'MCHC RBC Auto-mCnc', 'MDC_PULS_OXIM_SAT_O2', 'Money and resources [PRAPARE]', 'Neutrophils/100 leukocytes in Blood by Automated count', 'Nizatidine 15 MG/ML Oral Solution [Axid]', 'Nutrition impaired due to limited access to healthful foods (finding)', 'On those days that you engage in moderate to strenuous exercise, how many minutes, on average, do you exercise', 'Optional additional questions [PRAPARE]', 'Oxygen saturation in Arterial blood', 'Oxygen saturation in Arterial blood by Pulse oximetry', 'P-R interval {EKG lead}', 'Personal characteristics [PRAPARE]', 'Portable XR Chest Views', 'Potassium SerPl-sCnc', 'Preferred language', 'Prescription drug use 1Y', 'Primary insurance', 'Prinivil 10 MG Oral Tablet', 'Product containing sulfonamide (product)', ""Protocol for Responding to and Assessing Patients' Assets, Risks, and Experiences [PRAPARE]"", 'Pulse intensity Palpation', 'Q-T interval {EKG lead}', 'QRS dur {EKG lead}', 'RBC # Bld Auto', 'Race', 'Radiology Imaging study [Impression] (narrative)', 'Radiology Study observation (narrative)', 'Respiratory rate', 'Sexual orientation', 'Social and emotional health [PRAPARE]', 'Sodium SerPl-sCnc', 'Speaks a language other than English at home', 'Stress level', ""The food that (I/we) bought just didn't last, and (I/we) didn't have money to get more."", 'Tobacco freq 12Mo', 'Tobacco smoking status', 'Transport too expensive', 'Urobilinogen [Mass/volume] in Urine by Test strip', 'Wants help finding or keeping work or a job', 'Wants help with school or training', 'Weight-for-length Per age and sex', 'What was your best estimate of the total income of all family members from all sources, before taxes, in last year?', 'Within the last year, have you been afraid of your partner or ex-partner?']"
referenceRange.high.system,30,['http://unitsofmeasure.org']
concept.extension.valueCoding.display,2,['Problem List Item']
context.period.end,2,['2004-12-23T08:01:00+11:00']
entry.resource.telecom.use,2,"['home', 'work']"
manufacturer,4,['ACME Biomedical']
item.answer.valueCoding.code,4,"['LA10137-0', 'LA13863-8', 'LA19952-3', 'LA28397-0', 'LA28853-2', 'LA31976-6', 'LA31980-8', 'LA31983-2', 'LA32-8', 'LA6270-8', 'LA6568-5']"
valueCodeableConcept.coding.system,98,"['http://loinc.org', 'http://snomed.info/sct', 'http://terminology.hl7.org/CodeSystem/v3-NullFlavor']"
compose.include.concept.display,14,"['Asked but no answer', 'Cardiology', 'Evaluation procedure (procedure)', 'Other', 'Pathology', 'Radiology', 'SDOH', 'Social service procedure (procedure)', 'Tobacco smoking status NHIS', 'Unknown', 'additional', 'generated', 'unknown']"
